Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
20784,0.4,Ideal,D,VVS1,61.6,56.0,4.74,4.77,2.93,1637
17641,1.57,Premium,G,VS2,62.7,60.0,7.46,7.38,4.65,11711
26577,1.19,Good,D,VS1,63.8,55.0,6.68,6.64,4.25,7437
22642,0.34,Very Good,H,VVS2,62.7,59.0,4.43,4.47,2.79,686
3135,2.0,Good,J,SI1,64.1,58.0,7.85,7.79,5.01,9193
11233,1.12,Ideal,G,VS2,62.0,56.0,6.64,6.69,4.13,6652
7144,1.01,Good,G,SI1,62.2,65.0,6.34,6.3,3.93,3871
25354,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,1851
20960,1.01,Very Good,E,VS2,61.1,62.0,6.39,6.5,3.94,6517
9974,1.01,Good,G,VS1,59.2,63.0,6.5,6.48,3.84,6407
13107,0.38,Premium,I,VS1,59.9,60.0,4.66,4.72,2.81,700
16157,0.36,Good,F,VS1,63.6,60.0,4.52,4.47,2.86,945
14877,0.31,Good,H,VVS1,63.7,56.0,4.3,4.33,2.75,612
271,0.5,Ideal,G,VVS1,62.2,54.0,5.1,5.13,3.18,1883
14777,1.12,Ideal,F,SI2,61.8,55.0,6.69,6.66,4.13,4140
2650,0.28,Premium,E,VVS1,61.3,60.0,4.18,4.21,2.57,646
26909,0.33,Very Good,G,VS1,61.3,57.0,4.47,4.49,2.75,681
1253,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6573
21790,0.48,Premium,G,SI1,59.7,59.0,5.07,5.04,3.02,960
24949,0.32,Premium,F,VVS2,61.8,60.0,4.41,4.36,2.71,1008
12890,1.01,Very Good,E,SI2,63.5,55.0,6.32,6.38,4.03,4363
14100,0.73,Ideal,G,SI2,61.1,57.0,5.8,5.82,3.55,2376
26788,1.6,Ideal,J,SI1,62.8,55.0,7.48,7.42,4.68,8418
6516,0.9,Ideal,E,SI2,61.7,56.0,6.21,6.26,3.85,4034
10936,0.53,Premium,H,VS1,60.5,57.0,5.34,5.27,3.21,1607
2153,0.33,Ideal,I,IF,61.6,55.0,4.47,4.46,2.75,891
14373,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,9979
8398,0.7,Ideal,F,SI2,62.6,53.0,5.72,5.69,3.57,2011
6127,0.41,Ideal,G,VS1,59.8,57.0,4.81,4.86,2.89,899
19928,0.32,Ideal,D,VS2,62.2,56.0,4.36,4.39,2.72,758
21760,1.0,Good,D,SI2,57.8,58.0,6.61,6.55,3.8,4295
22289,0.73,Premium,J,VS1,61.3,61.0,5.83,5.78,3.56,2037
16564,1.06,Premium,G,VVS2,59.6,58.0,6.65,6.61,3.95,8149
13336,0.57,Very Good,G,SI2,60.5,56.0,5.41,5.44,3.28,1171
14549,0.9,Good,E,SI1,60.8,65.0,6.31,6.18,3.8,3625
9416,1.52,Good,G,VS1,64.0,58.0,7.22,7.18,4.61,13903
17651,0.32,Very Good,E,VVS2,62.4,56.0,4.34,4.38,2.72,744
24873,0.3,Ideal,G,VVS2,62.5,55.0,4.3,4.34,2.7,665
10896,0.34,Very Good,G,VVS2,61.2,59.0,4.46,4.5,2.74,775
12605,0.91,Ideal,F,VS2,62.8,57.0,6.18,6.2,3.89,5214
10855,0.53,Ideal,J,SI1,61.4,56.0,5.2,5.23,3.2,1042
15509,0.53,Good,E,SI1,62.6,64.0,5.13,5.22,3.24,1282
2361,0.33,Ideal,I,SI2,61.8,55.0,4.49,4.51,2.78,403
6479,0.4,Ideal,H,SI1,62.0,56.0,4.68,4.74,2.92,666
5412,1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0,5844
4442,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,4466
16328,1.03,Very Good,E,VS2,61.3,61.0,6.46,6.53,3.98,5800
18257,0.61,Very Good,G,VS2,62.0,57.0,5.44,5.47,3.38,1861
22641,0.34,Ideal,G,IF,61.6,54.0,4.49,4.53,2.78,974
10464,1.27,Ideal,E,VS2,61.8,55.0,7.03,6.92,4.31,6543
17255,1.19,Ideal,H,I1,61.5,57.0,6.79,6.83,4.19,3665
1588,0.9,Very Good,G,VS1,61.7,60.0,6.11,6.2,3.8,4872
25936,1.21,Ideal,F,SI2,61.8,57.0,6.82,6.87,4.23,5996
3085,1.21,Ideal,I,VS1,61.7,53.0,6.89,6.92,4.26,7111
10985,0.43,Ideal,F,VVS1,61.0,56.0,4.87,4.9,2.98,1358
19964,0.32,Ideal,G,VS1,61.7,55.0,4.43,4.39,2.72,828
3107,0.5,Ideal,I,VVS2,61.8,57.0,5.09,5.11,3.15,1322
178,0.5,Fair,E,SI1,66.5,58.0,4.87,4.9,3.25,1098
8917,0.3,Ideal,H,VS2,62.1,55.0,4.33,4.36,2.7,491
18405,1.22,Ideal,J,VS2,62.1,58.0,6.82,6.84,4.24,5297
17037,1.0,Premium,I,SI2,61.6,59.0,6.34,6.41,3.93,3712
3472,0.91,Very Good,J,VS2,61.6,59.0,6.13,6.25,3.81,3290
13916,0.76,Very Good,G,SI1,62.6,56.0,5.86,5.9,3.68,2652
18145,0.34,Very Good,D,VS2,62.9,55.0,4.43,4.47,2.8,805
15763,1.3,Premium,D,SI1,62.2,58.0,6.93,6.83,4.28,7426
18595,0.41,Very Good,D,SI1,60.3,63.0,4.78,4.8,2.89,717
17479,1.0,Fair,I,VS2,65.7,58.0,6.25,6.2,4.09,3265
11877,1.03,Premium,H,VS2,63.0,59.0,6.47,6.36,4.04,5364
23943,0.54,Ideal,F,VS2,61.3,57.0,5.29,5.24,3.23,2333
16736,1.52,Premium,I,I1,61.2,58.0,7.43,7.35,4.52,3541
26497,0.7,Very Good,E,SI1,62.6,56.0,5.65,5.69,3.55,2459
8956,0.31,Premium,H,VS1,62.9,58.0,4.34,4.31,2.72,698
8420,0.32,Premium,G,VS2,62.3,58.0,4.36,4.41,2.73,561
18044,0.52,Ideal,H,VS1,61.0,56.0,5.15,5.23,3.17,1699
1112,0.4,Premium,E,VS1,62.8,59.0,4.67,4.63,2.92,1125
5122,1.24,Ideal,I,SI1,62.4,57.0,6.89,6.87,4.29,5976
19822,0.9,Good,E,SI1,58.3,61.0,6.24,6.29,3.65,4165
26018,0.31,Premium,I,VS2,59.9,60.0,4.41,4.44,2.65,435
15843,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1024
20385,0.25,Ideal,H,VS2,61.0,55.0,4.09,4.11,2.5,367
12033,0.31,Premium,F,VS2,59.7,60.0,4.42,4.39,2.63,802
19172,0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,2806
421,0.71,Ideal,I,VVS1,62.3,56.0,5.7,5.73,3.56,2606
13044,0.32,Ideal,F,VVS1,62.3,56.0,4.35,4.38,2.72,926
22306,1.26,Premium,J,SI1,61.7,58.0,6.99,6.91,4.29,5207
16935,0.51,Very Good,G,VS2,62.4,57.0,5.09,5.11,3.18,1438
25939,0.71,Ideal,F,VS1,62.1,55.0,5.82,5.68,3.57,2839
10703,1.22,Very Good,G,SI1,62.4,57.0,6.75,6.8,4.23,6704
18214,1.5,Premium,I,SI2,60.8,58.0,7.34,7.24,4.43,7526
337,1.52,Premium,D,SI2,60.6,62.0,7.42,7.37,4.48,9561
25655,0.41,Premium,G,VS2,60.9,58.0,4.8,4.83,2.93,827
24784,1.16,Ideal,D,SI2,62.1,54.0,6.79,6.74,4.2,5898
4849,2.0,Fair,H,SI2,55.3,65.0,8.42,8.35,4.64,11202
25767,0.7,Very Good,E,SI1,63.2,61.0,5.61,5.49,3.51,2164
12284,0.77,Ideal,E,SI1,61.0,56.0,5.92,5.94,3.62,3827
24764,0.7,Very Good,G,SI2,58.2,63.0,5.82,5.79,3.38,1790
839,2.05,Premium,J,VS2,62.3,60.0,8.15,8.09,5.06,13667
14699,0.3,Premium,G,VS1,62.2,59.0,4.28,4.31,2.67,605
19158,1.11,Very Good,I,SI2,63.1,57.0,6.59,6.54,4.14,4075
20949,1.1,Very Good,I,VS2,61.8,58.0,6.59,6.62,4.08,5524
21188,0.33,Premium,E,VS2,60.7,58.0,4.47,4.49,2.72,723
10723,0.42,Very Good,F,SI1,60.6,61.0,4.83,4.87,2.94,722
14952,0.9,Premium,D,SI1,62.6,58.0,6.15,6.11,3.84,4304
16311,0.34,Ideal,E,SI1,61.4,55.0,4.48,4.54,2.77,596
22926,0.86,Very Good,J,SI2,63.2,61.0,6.05,5.97,3.79,1950
4716,0.4,Premium,G,SI1,61.4,60.0,4.71,4.67,2.88,900
4600,0.32,Very Good,I,VS2,61.1,57.0,4.39,4.42,2.69,449
6788,0.3,Good,H,VVS2,63.6,56.0,4.26,4.29,2.72,605
14433,0.41,Very Good,H,VVS2,63.1,58.0,4.71,4.74,2.98,847
2932,0.31,Ideal,E,VVS1,61.3,56.0,4.38,4.4,2.69,865
7192,0.51,Ideal,H,IF,62.3,54.0,5.14,5.17,3.21,1879
15755,0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,2294
13068,1.27,Ideal,F,VVS2,62.2,54.0,6.92,6.95,4.31,12576
19284,0.32,Premium,G,VVS1,62.6,58.0,4.41,4.38,2.75,1080
16937,0.71,Good,G,VS1,58.1,59.0,5.85,5.92,3.42,2628
16971,0.79,Very Good,E,SI1,60.4,59.0,5.97,5.99,3.61,3077
12773,1.07,Ideal,E,VS2,61.9,56.0,6.55,6.58,4.06,9177
10362,0.38,Ideal,E,VS2,61.9,57.0,4.66,4.61,2.87,963
20631,1.32,Ideal,H,VVS1,62.1,55.0,6.98,7.03,4.35,9572
2051,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,9532
11119,0.3,Very Good,H,VVS1,63.4,55.0,4.3,4.28,2.72,878
1003,0.32,Ideal,G,VS2,,56.0,4.36,4.4,2.72,524
5597,0.58,Ideal,G,SI2,62.0,57.0,5.35,5.29,3.3,1134
1209,1.01,Premium,E,SI2,62.3,55.0,6.35,6.29,3.94,3674
1789,2.03,Premium,I,SI2,62.8,59.0,8.08,8.04,5.06,13182
15402,1.51,Ideal,H,SI1,62.3,53.7,7.33,7.37,4.58,11062
1235,1.06,Ideal,G,VVS2,61.4,57.0,6.52,6.55,4.01,8726
17219,1.01,Very Good,D,SI2,61.8,60.0,6.37,6.41,3.95,4588
10616,0.55,Ideal,J,SI1,61.0,56.0,5.31,5.34,3.25,1101
20064,1.54,Very Good,H,VS2,62.1,62.0,7.31,7.38,4.56,11527
16686,0.9,Good,F,VS1,63.5,57.0,6.06,6.09,3.86,4580
11457,1.05,Very Good,E,SI2,62.9,57.0,6.47,6.51,4.08,4398
9491,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1436
18100,0.38,Ideal,G,VS1,61.8,56.0,4.65,4.64,2.87,1069
1401,1.3,Ideal,G,IF,61.3,56.0,7.03,7.06,4.32,12932
22131,1.01,Premium,I,SI1,62.9,58.0,6.37,6.34,4.0,4242
11904,2.01,Ideal,J,SI1,62.7,56.0,8.08,8.03,5.05,12209
18379,0.26,Ideal,F,VS1,62.3,56.0,4.1,4.08,2.55,580
21512,0.7,Very Good,I,VS2,62.3,58.0,5.58,5.65,3.5,2273
19391,0.41,Very Good,F,VS1,61.2,57.0,4.77,4.8,2.93,1007
6646,0.59,Premium,D,SI1,62.3,54.0,5.41,5.38,3.36,1912
25385,0.82,Very Good,G,SI2,63.4,55.0,5.96,5.93,3.77,2232
10830,1.01,Fair,E,SI2,55.2,65.0,6.78,6.67,3.71,4118
3657,0.39,Premium,G,VS2,60.4,61.0,4.73,4.71,2.85,942
2308,0.31,Ideal,F,VS2,61.1,56.0,4.35,4.39,2.67,640
24330,0.31,Ideal,E,IF,61.9,56.0,4.37,4.35,2.7,1133
17021,1.0,Very Good,F,VVS2,61.4,58.0,6.36,6.41,3.92,8216
5328,1.12,Ideal,G,VS2,61.0,57.0,6.69,6.72,4.09,7634
17063,0.59,Ideal,G,SI1,63.4,56.0,5.36,5.29,3.38,1376
4394,1.19,Premium,I,SI1,62.1,59.0,6.84,6.78,4.23,5664
1299,2.03,Fair,F,SI1,65.4,58.0,7.9,7.84,5.15,16280
5239,0.59,Premium,H,VVS1,62.0,58.0,5.36,5.38,3.33,1883
13391,2.05,Very Good,G,SI1,63.4,58.0,8.03,7.96,5.07,12515
12917,0.32,Ideal,G,IF,61.1,57.0,4.41,4.43,2.7,918
13714,0.66,Good,G,VS1,59.6,60.2,5.66,5.71,3.38,2275
25682,1.03,Ideal,F,VVS2,62.0,56.0,6.48,6.45,4.01,9413
20862,0.36,Ideal,D,VS2,62.0,54.0,4.6,4.62,2.86,776
6344,0.76,Very Good,E,VS2,63.0,59.0,5.76,5.79,3.64,3162
10273,0.4,Ideal,I,VVS1,60.5,57.0,4.76,4.79,2.89,842
20153,0.92,Very Good,E,SI2,63.2,54.0,6.29,6.25,3.96,3679
22962,0.32,Very Good,E,SI1,62.2,58.0,4.36,4.39,2.72,561
5598,1.34,Ideal,J,SI2,62.0,56.0,7.09,7.03,4.38,5358
343,0.42,Ideal,D,SI1,61.5,56.0,4.85,4.81,2.97,1040
3433,1.09,Ideal,F,VS2,60.9,54.0,6.73,6.66,4.08,7520
2002,0.71,Ideal,D,SI2,61.9,56.0,5.78,5.73,3.56,2452
23219,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,969
15621,0.33,Ideal,E,IF,61.9,57.0,4.41,4.45,2.74,1129
13184,0.9,Good,E,SI1,63.8,56.0,6.09,6.17,3.91,3510
20219,1.61,Ideal,F,VS1,62.0,55.0,7.55,7.52,4.67,17414
3449,0.35,Ideal,F,VS2,61.5,57.0,4.56,4.52,2.79,906
13696,0.35,Very Good,G,VS1,61.7,61.0,4.49,4.52,2.78,706
26780,0.35,Very Good,F,VS2,61.1,62.0,4.5,4.54,2.76,706
16636,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,9263
26727,0.37,Ideal,F,SI2,60.9,56.0,4.65,4.68,2.84,572
17805,0.71,Very Good,F,SI2,62.8,58.0,5.63,5.7,3.56,2147
12931,2.1,Fair,G,SI2,61.4,66.0,8.26,8.19,5.05,11946
24947,0.5,Very Good,E,VS2,60.0,63.0,5.12,5.08,3.06,1629
8432,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,9324
25747,0.7,Good,H,VS2,64.5,57.0,5.53,5.57,3.58,2137
14945,0.43,Premium,F,VS2,61.3,59.0,4.84,4.81,2.96,968
5839,0.31,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,979
3406,1.51,Premium,I,SI1,58.6,62.0,7.51,7.45,4.38,8574
6771,1.51,Premium,G,VS1,61.1,58.0,7.38,7.36,4.5,13293
25397,0.41,Ideal,G,VS1,62.4,57.0,4.75,4.7,2.95,961
11054,0.4,Good,F,SI1,63.6,57.0,4.67,4.7,2.98,737
12021,1.73,Ideal,J,SI1,62.6,57.0,7.69,7.65,4.8,6927
17439,0.3,Very Good,F,VS2,62.9,57.0,4.27,4.29,2.69,605
14014,0.71,Ideal,E,VS1,60.4,57.0,5.75,5.81,3.49,3464
21351,1.11,Ideal,I,SI1,62.2,56.0,6.62,6.65,4.13,4890
1906,1.8,Ideal,H,VS1,62.0,57.0,7.84,7.78,4.84,16683
948,0.51,Very Good,E,VS1,61.0,59.0,5.13,5.17,3.14,1717
3410,0.5,Ideal,H,SI2,62.9,57.0,5.04,5.01,3.16,958
6993,1.31,Ideal,H,SI1,60.8,56.0,7.12,7.08,4.32,7519
10841,1.0,Premium,F,VS1,59.2,60.0,6.53,6.48,3.58,7056
20256,0.4,Ideal,F,VVS2,61.6,56.0,4.73,4.77,2.93,1196
13795,0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,593
23852,0.26,Very Good,F,VS2,62.5,55.0,4.05,4.08,2.54,381
2691,0.34,Ideal,F,VS2,62.1,56.0,4.51,4.47,2.79,880
12169,0.4,Premium,F,VS1,62.6,58.0,4.72,4.68,2.94,1050
7020,1.2,Ideal,J,SI2,61.7,56.0,6.87,6.79,4.21,4744
23728,0.7,Good,F,VS2,62.9,58.0,5.61,5.65,3.54,2362
20039,0.6,Premium,E,SI1,61.9,58.0,5.39,5.43,3.35,1738
414,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,17569
20053,0.53,Ideal,G,SI2,59.9,57.0,5.25,5.3,3.16,1132
22912,0.53,Ideal,D,VS2,61.7,55.0,5.21,5.23,3.22,1857
12129,1.01,Very Good,F,SI2,60.7,57.0,6.42,6.46,3.91,4004
4047,1.16,Ideal,F,SI1,62.6,58.0,6.68,6.73,4.2,6768
10963,0.29,Ideal,G,IF,61.3,55.0,4.25,4.28,2.61,673
19510,1.07,Ideal,J,VS2,61.6,56.3,6.55,6.59,4.04,4602
16765,0.5,Ideal,E,VS2,62.1,55.0,5.11,5.13,3.18,1554
23125,0.41,Ideal,F,VS1,61.3,55.0,4.83,4.79,2.95,1076
19519,0.73,Ideal,H,IF,61.6,55.0,5.8,5.82,3.58,3378
10460,0.41,Ideal,F,VVS2,62.9,54.0,4.74,4.7,2.97,1192
25320,0.44,Ideal,G,VS1,61.9,54.0,4.89,4.93,3.04,915
20831,1.25,Very Good,J,SI1,62.5,57.0,6.83,6.86,4.28,4702
11284,1.02,Good,E,VS1,63.9,56.0,6.33,6.38,4.06,7602
10931,1.21,Ideal,E,VVS2,61.7,57.0,6.8,6.88,4.22,13661
4461,1.02,Ideal,H,SI2,59.8,58.0,6.55,6.59,3.93,4742
12533,0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,1352
19100,0.53,Ideal,F,VS1,61.6,55.0,5.21,5.24,3.22,1619
6725,0.34,Ideal,F,VS2,61.4,55.0,4.54,4.52,2.78,856
21908,1.01,Fair,E,SI2,67.4,60.0,6.19,6.05,4.13,2797
18962,0.53,Ideal,F,VS1,61.2,56.0,5.22,5.24,3.2,1830
4050,0.31,Ideal,H,VVS2,61.5,56.0,4.37,4.35,2.68,802
7478,0.46,Ideal,H,SI1,61.2,56.0,4.97,5.0,3.05,1299
1257,0.7,Premium,D,SI2,59.8,59.0,5.75,5.72,3.43,1806
2743,1.02,Very Good,G,SI1,62.9,56.0,6.36,6.4,4.01,4704
17308,1.17,Ideal,G,SI2,61.1,56.0,6.8,6.86,4.17,4725
18034,1.07,Good,H,VS2,63.8,57.0,6.54,6.47,4.15,5758
23192,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,1447
16828,1.5,Fair,E,SI2,66.3,60.0,7.09,7.02,4.68,10080
17531,0.43,Very Good,F,VS1,61.0,57.0,4.84,4.89,2.97,1056
916,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,680
10683,1.01,Very Good,G,SI1,60.6,57.0,6.49,6.52,3.94,4916
14580,0.58,Ideal,F,VS1,61.9,54.0,5.33,5.37,3.31,1772
4628,0.3,Very Good,G,SI1,59.8,57.0,4.32,4.37,2.6,447
8691,0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27,1206
18364,0.46,Ideal,D,VS2,62.7,57.0,4.93,4.89,3.08,1388
4932,0.38,Ideal,G,VVS1,61.7,55.0,4.67,4.7,2.89,993
18663,1.0,Premium,G,SI1,60.2,59.0,6.5,6.39,3.88,4427
24239,0.31,Very Good,E,VS2,61.8,59.0,4.3,4.37,2.68,680
26852,0.32,Ideal,D,VVS2,62.3,54.0,4.42,4.44,2.76,841
7011,2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,14792
20801,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,7815
12483,0.35,Premium,G,VS1,61.5,58.0,4.54,4.5,2.78,906
979,0.32,Premium,H,VVS1,60.9,58.0,4.43,4.4,2.69,936
18316,0.94,Ideal,D,SI2,62.1,56.0,6.21,6.25,3.87,4182
18594,0.38,Ideal,H,VVS1,60.7,55.0,4.71,4.74,2.87,1219
24701,1.2,Ideal,J,SI1,61.9,57.0,6.8,6.87,4.23,5071
20444,0.31,Very Good,D,VS1,63.7,58.0,4.27,4.3,2.73,709
19226,0.5,Premium,F,SI1,61.0,60.0,5.11,5.08,3.11,1286
14533,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,2551
16521,0.32,Ideal,E,SI2,62.0,55.0,4.41,4.36,2.72,576
9875,0.32,Ideal,G,VVS2,61.9,57.0,4.41,4.38,2.72,936
14141,0.28,Very Good,D,VVS1,60.4,59.0,4.23,4.25,2.56,642
26028,0.36,Ideal,H,SI1,61.7,54.0,4.56,4.62,2.83,538
7414,0.54,Ideal,F,VS2,62.2,57.0,5.21,5.24,3.25,1662
21267,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,6104
1216,1.31,Very Good,G,SI2,63.4,58.0,6.91,6.8,4.35,4714
1334,1.56,Premium,H,VS2,62.4,58.0,7.44,7.39,4.63,10331
373,0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62,2344
20689,1.01,Ideal,G,VVS2,62.0,58.0,6.36,6.39,3.95,7597
9462,0.31,Ideal,F,VS2,62.4,56.0,4.34,4.31,2.7,802
24708,0.33,Ideal,F,VVS1,61.3,55.0,4.46,4.48,2.74,893
11799,0.5,Ideal,H,SI1,61.3,54.0,5.12,5.16,3.15,1666
21396,0.36,Ideal,H,VVS2,62.3,57.0,4.57,4.52,2.83,932
20914,0.32,Ideal,F,VS2,61.4,57.0,4.4,4.43,2.71,660
24713,0.7,Very Good,F,SI1,63.7,55.0,5.62,5.69,3.6,2192
16172,1.1,Ideal,G,SI1,61.6,56.0,6.62,6.65,4.08,6837
17673,0.7,Very Good,G,SI1,63.5,56.0,5.64,5.7,3.6,2293
11592,1.5,Very Good,G,SI1,60.1,61.0,7.28,7.4,4.41,10019
13735,0.32,Very Good,F,VS2,63.3,57.0,4.38,4.34,2.76,773
23924,1.04,Premium,G,SI2,60.3,62.0,6.56,6.5,3.94,4158
22160,0.87,Very Good,H,SI2,61.0,56.0,6.15,6.19,3.77,2993
25108,1.5,Good,G,VS1,63.8,58.0,7.21,7.12,4.57,13720
26619,0.71,Good,E,SI1,61.5,61.0,5.64,5.67,3.48,2573
15574,0.31,Ideal,D,VVS2,62.4,56.0,4.38,4.34,2.72,982
21710,0.3,Ideal,D,VS1,61.8,57.0,4.27,4.3,2.65,949
15164,0.32,Ideal,H,VS2,62.0,55.0,4.38,4.4,2.72,505
17627,0.46,Fair,F,VS2,66.0,58.0,4.9,4.76,3.19,982
1771,0.71,Ideal,H,VVS2,61.7,57.0,5.68,5.73,3.53,3371
14950,1.01,Very Good,G,SI1,63.3,57.0,6.37,6.35,4.02,4185
342,0.42,Premium,D,VS2,61.3,58.0,4.8,4.83,2.95,825
1880,1.23,Ideal,E,VVS2,59.9,57.0,6.95,7.03,4.19,13034
15136,1.05,Ideal,G,VS2,61.9,56.0,6.52,6.56,4.05,6486
4727,1.21,Ideal,E,SI1,62.0,56.0,6.83,6.76,4.21,6887
22369,1.01,Very Good,G,SI1,62.9,58.0,6.35,6.4,4.01,5497
14294,1.0,Good,H,SI1,63.4,56.0,6.34,6.37,4.03,4389
3562,0.45,Ideal,H,SI1,61.3,55.0,4.96,4.99,3.05,790
11998,1.01,Very Good,D,VS2,59.8,60.0,6.46,6.51,3.88,7487
1477,1.3,Ideal,G,VVS2,60.9,57.0,7.04,7.11,4.31,11853
2070,0.5,Ideal,H,VVS1,61.4,57.0,5.08,5.11,3.12,1684
5536,0.31,Ideal,G,IF,61.6,56.0,4.38,4.42,2.71,891
19977,0.23,Good,E,VVS2,62.2,60.0,3.9,3.94,2.44,505
1518,2.28,Premium,I,SI1,61.6,58.0,8.43,8.46,5.2,17673
3079,0.33,Premium,G,VVS1,62.8,59.0,4.44,4.38,2.77,1114
12326,0.53,Ideal,I,VVS1,62.2,53.0,5.17,5.21,3.23,1435
26777,1.01,Premium,E,SI1,60.5,62.0,6.5,6.46,3.92,5226
22984,0.53,Very Good,J,VS2,62.4,58.0,5.15,5.24,3.24,1124
17880,0.82,Very Good,E,SI1,62.0,60.0,5.96,6.0,3.71,3373
21024,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815
19067,0.53,Premium,G,VS1,62.4,58.0,5.16,5.2,3.23,1721
22375,1.18,Ideal,D,I1,61.5,62.0,6.88,6.73,4.19,3886
8562,1.02,Ideal,H,SI2,61.6,56.0,6.47,6.51,4.0,3927
11583,0.7,Ideal,H,VS2,61.4,56.0,5.72,5.75,3.52,2733
23864,1.02,Very Good,I,VS2,,59.0,6.57,6.62,3.91,4762
9016,1.18,Ideal,I,VS1,62.6,55.3,6.73,6.79,4.24,6541
7954,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3920
20292,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,476
11007,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,626
16620,0.51,Ideal,D,SI2,61.9,56.0,5.1,5.15,3.17,1264
12716,0.38,Ideal,D,VS1,62.1,53.9,4.65,4.67,2.9,1092
9598,0.3,Ideal,H,SI1,61.6,54.0,4.33,4.37,2.68,450
3178,1.56,Ideal,J,SI2,62.1,55.0,7.45,7.41,4.62,5766
15802,0.32,Ideal,G,VS1,62.8,54.0,4.41,4.38,2.76,828
10769,1.2,Premium,G,VS2,62.4,59.0,6.74,6.68,4.19,7405
5648,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1727
5574,0.37,Premium,E,VS2,60.3,58.0,4.63,4.66,2.8,811
25170,0.25,Premium,E,VS2,59.7,61.0,4.1,4.08,2.44,525
10890,0.57,Ideal,F,SI2,61.9,58.0,5.34,5.32,3.3,1376
19703,1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,3280
20653,0.61,Very Good,I,VVS2,62.0,54.4,5.47,5.51,3.4,1773
3531,1.51,Premium,I,SI1,61.8,60.0,7.23,7.3,4.49,7989
6367,0.51,Ideal,G,VVS2,61.8,56.0,5.16,5.1,3.17,1974
24435,1.24,Premium,E,SI1,58.5,60.0,7.08,7.01,4.11,5775
16413,0.51,Ideal,F,VVS2,62.4,57.0,5.08,5.12,3.18,2093
3748,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,988
10704,0.71,Very Good,F,SI2,63.3,56.0,5.68,5.73,3.61,2036
1627,1.12,Premium,H,SI2,61.9,58.0,6.74,6.66,4.15,4704
1670,0.28,Very Good,F,VVS1,58.9,62.0,4.27,4.32,2.53,572
11,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,637
12846,0.33,Premium,E,VS2,62.0,60.0,4.46,4.41,2.75,829
14133,0.56,Ideal,D,VS2,61.5,57.0,5.33,5.28,3.26,2066
14785,0.31,Ideal,D,VS1,62.1,57.0,4.35,4.32,2.69,877
4184,1.0,Good,F,SI2,,61.0,6.64,6.59,3.79,4155
11376,0.7,Ideal,F,SI1,61.9,57.0,5.66,5.75,3.53,2230
26174,0.3,Premium,G,VVS2,61.0,60.0,4.32,4.3,2.63,878
24258,0.55,Ideal,E,SI1,60.6,56.0,5.33,5.3,3.22,1668
18041,0.3,Premium,D,SI1,59.7,59.0,4.37,4.34,2.6,709
19193,0.7,Good,H,VVS2,63.8,57.0,5.61,5.51,3.55,2657
15794,0.3,Very Good,H,SI1,59.5,62.0,4.32,4.35,2.58,421
9114,0.91,Premium,G,VS2,59.5,58.0,6.34,6.26,3.75,4241
4586,1.11,Premium,G,VS2,62.3,58.0,6.65,6.61,4.13,6713
767,1.38,Good,J,SI2,63.7,58.0,7.06,7.01,4.48,4598
17590,0.77,Very Good,J,SI1,63.3,57.0,5.84,5.79,3.68,2010
4836,0.71,Ideal,D,VS2,59.9,57.0,5.8,5.83,3.48,3540
